,filename,x1,x2,smiles1,smiles2,components,Mole fraction,"Speed of sound, m/s","Speed of sound, m/s_std"
65474,j.jct.2006.03.018,1-pentanol,methoxybenzene,CCCCCO,COc1ccccc1,1-pentanol__methoxybenzene,0.4912,1350.0,2.0
65475,j.jct.2006.03.018,1-pentanol,methoxybenzene,CCCCCO,COc1ccccc1,1-pentanol__methoxybenzene,0.5984,1361.0,2.0
65476,j.jct.2006.03.018,1-pentanol,methoxybenzene,CCCCCO,COc1ccccc1,1-pentanol__methoxybenzene,0.6976,1374.0,2.0
65477,j.jct.2006.03.018,1-pentanol,methoxybenzene,CCCCCO,COc1ccccc1,1-pentanol__methoxybenzene,0.7965,1388.0,2.0
65478,j.jct.2006.03.018,1-pentanol,methoxybenzene,CCCCCO,COc1ccccc1,1-pentanol__methoxybenzene,0.8974,1395.0,2.0
65479,j.jct.2006.03.018,1-pentanol,methoxybenzene,CCCCCO,COc1ccccc1,1-pentanol__methoxybenzene,1.0,1412.0,2.0
65579,j.jct.2006.03.018,methoxybenzene,3-methyl-1-butanol,COc1ccccc1,CC(C)CCO,methoxybenzene__3-methyl-1-butanol,0.0,1241.0,2.0
65580,j.jct.2006.03.018,methoxybenzene,3-methyl-1-butanol,COc1ccccc1,CC(C)CCO,methoxybenzene__3-methyl-1-butanol,0.103,1258.0,2.0
65581,j.jct.2006.03.018,methoxybenzene,3-methyl-1-butanol,COc1ccccc1,CC(C)CCO,methoxybenzene__3-methyl-1-butanol,0.2001,1275.0,2.0
65582,j.jct.2006.03.018,methoxybenzene,3-methyl-1-butanol,COc1ccccc1,CC(C)CCO,methoxybenzene__3-methyl-1-butanol,0.3022,1292.0,2.0
65583,j.jct.2006.03.018,methoxybenzene,3-methyl-1-butanol,COc1ccccc1,CC(C)CCO,methoxybenzene__3-methyl-1-butanol,0.3995,1309.0,2.0
65584,j.jct.2006.03.018,methoxybenzene,3-methyl-1-butanol,COc1ccccc1,CC(C)CCO,methoxybenzene__3-methyl-1-butanol,0.4944,1327.0,2.0
65585,j.jct.2006.03.018,methoxybenzene,3-methyl-1-butanol,COc1ccccc1,CC(C)CCO,methoxybenzene__3-methyl-1-butanol,0.5995,1344.0,2.0
65586,j.jct.2006.03.018,methoxybenzene,3-methyl-1-butanol,COc1ccccc1,CC(C)CCO,methoxybenzene__3-methyl-1-butanol,0.6915,1361.0,2.0
65587,j.jct.2006.03.018,methoxybenzene,3-methyl-1-butanol,COc1ccccc1,CC(C)CCO,methoxybenzene__3-methyl-1-butanol,0.8022,1378.0,2.0
65588,j.jct.2006.03.018,methoxybenzene,3-methyl-1-butanol,COc1ccccc1,CC(C)CCO,methoxybenzene__3-methyl-1-butanol,0.9044,1394.0,2.0
65589,j.jct.2006.03.018,methoxybenzene,3-methyl-1-butanol,COc1ccccc1,CC(C)CCO,methoxybenzene__3-methyl-1-butanol,1.0,1412.0,2.0
73857,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.0,1162.0,0.1
73858,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.0473,1162.0,0.1
73859,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.096,1165.0,0.1
73860,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.2043,1174.0,0.1
73861,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.3028,1184.0,0.1
73862,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.3979,1195.0,0.1
73863,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.5027,1208.0,0.1
73864,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.5939,1219.0,0.1
73865,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.7051,1232.0,0.1
73866,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.8055,1245.0,0.1
73867,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.9041,1258.0,0.1
73868,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.9534,1267.0,0.1
73869,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,1.0,1279.0,0.1
73870,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.0,1145.0,0.1
73871,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.0473,1144.0,0.1
73872,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.096,1147.0,0.1
73873,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.2043,1155.0,0.1
73874,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.3028,1164.0,0.1
73875,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.3979,1174.0,0.1
73876,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.5027,1186.0,0.1
73877,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.5939,1196.0,0.1
73878,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.7051,1209.0,0.1
73879,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.8055,1221.0,0.1
73880,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.9041,1235.0,0.1
73881,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.9534,1242.0,0.1
73882,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,1.0,1254.0,0.1
73883,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.0,1128.0,0.1
73884,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.0473,1127.0,0.1
73885,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.096,1129.0,0.1
73886,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.2043,1135.0,0.1
73887,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.3028,1144.0,0.1
73888,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.3979,1153.0,0.1
73889,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.5027,1164.0,0.1
73890,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.5939,1174.0,0.1
73891,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.7051,1186.0,0.1
73892,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.8055,1197.0,0.1
73893,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.9041,1211.0,0.1
73894,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,0.9534,1218.0,0.1
73895,j.jct.2006.06.008,ethanol,cyclohexane,CCO,C1CCCCC1,ethanol__cyclohexane,1.0,1230.0,0.1
73974,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.0,1223.0,0.1
73975,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.0487,1222.0,0.1
73976,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.0993,1222.0,0.1
73977,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.1967,1223.0,0.1
73978,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.2993,1225.0,0.1
73979,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.4017,1228.0,0.1
73980,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.5071,1233.0,0.1
73981,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.6048,1238.0,0.1
73982,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.7036,1244.0,0.1
73983,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.8062,1252.0,0.1
73984,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.9053,1262.0,0.1
73985,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.9522,1268.0,0.1
73986,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,1.0,1279.0,0.1
73987,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.0,1206.0,0.1
73988,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.0487,1205.0,0.1
73989,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.0993,1204.0,0.1
73990,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.1967,1204.0,0.1
73991,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.2993,1205.0,0.1
73992,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.4017,1207.0,0.1
73993,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.5071,1211.0,0.1
73994,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.6048,1215.0,0.1
73995,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.7036,1221.0,0.1
73996,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.8062,1228.0,0.1
73997,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.9053,1237.0,0.1
73998,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.9522,1243.0,0.1
73999,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,1.0,1254.0,0.1
74000,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.0,1189.0,0.1
74001,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.0487,1187.0,0.1
74002,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.0993,1186.0,0.1
74003,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.1967,1185.0,0.1
74004,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.2993,1185.0,0.1
74005,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.4017,1186.0,0.1
74006,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.5071,1189.0,0.1
74007,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.6048,1193.0,0.1
74008,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.7036,1198.0,0.1
74009,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.8062,1204.0,0.1
74010,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.9053,1213.0,0.1
74011,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,0.9522,1219.0,0.1
74012,j.jct.2006.06.008,1-propanol,cyclohexane,CCCO,C1CCCCC1,1-propanol__cyclohexane,1.0,1230.0,0.1
74091,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.0,1257.0,0.1
74092,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.0491,1254.0,0.1
74093,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.0988,1252.0,0.1
74094,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.2003,1249.0,0.1
74095,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.3081,1246.0,0.1
74096,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.4082,1245.0,0.1
74097,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.5125,1245.0,0.1
74098,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.6157,1247.0,0.1
74099,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.7086,1250.0,0.1
74100,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.8022,1255.0,0.1
74101,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.9029,1263.0,0.1
74102,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.9519,1269.0,0.1
74103,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,1.0,1279.0,0.1
74104,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.0,1240.0,0.1
74105,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.0491,1237.0,0.1
74106,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.0988,1234.0,0.1
74107,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.2003,1230.0,0.1
74108,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.3081,1227.0,0.1
74109,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.4082,1224.0,0.1
74110,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.5125,1224.0,0.1
74111,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.6157,1225.0,0.1
74112,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.7086,1227.0,0.1
74113,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.8022,1231.0,0.1
74114,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.9029,1239.0,0.1
74115,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.9519,1244.0,0.1
74116,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,1.0,1254.0,0.1
74117,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.0,1224.0,0.1
74118,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.0491,1220.0,0.1
74119,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.0988,1217.0,0.1
74120,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.2003,1211.0,0.1
74121,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.3081,1207.0,0.1
74122,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.4082,1204.0,0.1
74123,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.5125,1202.0,0.1
74124,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.6157,1202.0,0.1
74125,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.7086,1204.0,0.1
74126,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.8022,1208.0,0.1
74127,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.9029,1215.0,0.1
74128,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,0.9519,1220.0,0.1
74129,j.jct.2006.06.008,1-butanol,cyclohexane,CCCCO,C1CCCCC1,1-butanol__cyclohexane,1.0,1230.0,0.1
74208,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.0,1162.0,0.1
74209,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.0488,1157.0,0.1
74210,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.1011,1155.0,0.1
74211,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.1932,1154.0,0.1
74212,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.2926,1157.0,0.1
74213,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.3897,1162.0,0.1
74214,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.489,1168.0,0.1
74215,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.5973,1177.0,0.1
74216,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.7012,1186.0,0.1
74217,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.7992,1196.0,0.1
74218,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.8886,1208.0,0.1
74219,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.9495,1217.0,0.1
74220,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,1.0,1232.0,0.1
74221,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.0,1145.0,0.1
74222,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.0488,1139.0,0.1
74223,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.1011,1137.0,0.1
74224,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.1932,1135.0,0.1
74225,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.2926,1136.0,0.1
74226,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.3897,1140.0,0.1
74227,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.489,1146.0,0.1
74228,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.5973,1153.0,0.1
74229,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.7012,1162.0,0.1
74230,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.7992,1171.0,0.1
74231,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.8886,1182.0,0.1
74232,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.9495,1192.0,0.1
74233,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,1.0,1206.0,0.1
74234,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.0,1128.0,0.1
74235,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.0488,1122.0,0.1
74236,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.1011,1118.0,0.1
74237,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.1932,1116.0,0.1
74238,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.2926,1116.0,0.1
74239,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.3897,1118.0,0.1
74240,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.489,1123.0,0.1
74241,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.5973,1130.0,0.1
74242,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.7012,1137.0,0.1
74243,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.7992,1146.0,0.1
74244,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.8886,1156.0,0.1
74245,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,0.9495,1166.0,0.1
74246,j.jct.2006.06.008,ethanol,cyclopentane,CCO,C1CCCC1,ethanol__cyclopentane,1.0,1180.0,0.1
74325,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.0,1223.0,0.1
74326,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.0461,1219.0,0.1
74327,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.09,1216.0,0.1
74328,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.1885,1209.0,0.1
74329,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.2951,1204.0,0.1
74330,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.4056,1200.0,0.1
74331,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.5051,1199.0,0.1
74332,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.61,1199.0,0.1
74333,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.7109,1200.0,0.1
74334,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.8225,1206.0,0.1
74335,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.9134,1214.0,0.1
74336,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.9532,1219.0,0.1
74337,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,1.0,1232.0,0.1
74338,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.0,1206.0,0.1
74339,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.0461,1202.0,0.1
74340,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.09,1198.0,0.1
74341,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.1885,1190.0,0.1
74342,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.2951,1183.0,0.1
74343,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.4056,1178.0,0.1
74344,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.5051,1176.0,0.1
74345,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.61,1175.0,0.1
74346,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.7109,1176.0,0.1
74347,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.8225,1181.0,0.1
74348,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.9134,1188.0,0.1
74349,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.9532,1193.0,0.1
74350,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,1.0,1206.0,0.1
74351,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.0,1189.0,0.1
74352,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.0461,1184.0,0.1
74353,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.09,1180.0,0.1
74354,j.jct.2006.06.008,1-propanol,cyclopentane,CCCO,C1CCCC1,1-propanol__cyclopentane,0.1885,1171.0,0.1
